match_id,winner,turns,outcome,seed,duration,cost,player_order_source,first_player,players,player_costs
match_01963c31,GPT5Mini-AO,25,win,30243,72.35542678833008,0.034388999999999996,console,GPT5Mini-AO,"GPT5Mini-AO,GPT4o-AO","{""GPT5Mini-AO"": 0.010938999999999999, ""GPT4o-AO"": 0.02345}"
match_0dccc7f1,GPT5Mini-AO,25,win,30253,76.40540814399719,0.034815,console,GPT5Mini-AO,"GPT5Mini-AO,GPT4o-AO","{""GPT5Mini-AO"": 0.010115, ""GPT4o-AO"": 0.0247}"
match_11f7b2bd,GPT4o-AO,25,win,30246,70.2684121131897,0.0366015,console,GPT4o-AO,"GPT4o-AO,GPT5Mini-AO","{""GPT4o-AO"": 0.0264425, ""GPT5Mini-AO"": 0.010159}"
match_27d3d440,GPT5Mini-AO,25,win,30251,91.94867873191833,0.035399,console,GPT5Mini-AO,"GPT5Mini-AO,GPT4o-AO","{""GPT5Mini-AO"": 0.011278999999999999, ""GPT4o-AO"": 0.02412}"
match_28b24a66,GPT5Mini-AO,25,win,30252,114.13259172439575,0.034742999999999996,console,GPT5Mini-AO,"GPT5Mini-AO,GPT4o-AO","{""GPT5Mini-AO"": 0.011463000000000001, ""GPT4o-AO"": 0.02328}"
match_2f42af0b,GPT5Mini-AO,24,win,30243,55.34380793571472,0.032775250000000006,console,GPT4o-AO,"GPT4o-AO,GPT5Mini-AO","{""GPT4o-AO"": 0.023017500000000003, ""GPT5Mini-AO"": 0.00975775}"
match_31ec3891,GPT5Mini-AO,25,win,30242,63.381080627441406,0.034388999999999996,console,GPT5Mini-AO,"GPT5Mini-AO,GPT4o-AO","{""GPT5Mini-AO"": 0.010999, ""GPT4o-AO"": 0.023389999999999998}"
match_39d55fc0,GPT5Mini-AO,23,win,30245,66.30285477638245,0.0324355,console,GPT5Mini-AO,"GPT5Mini-AO,GPT4o-AO","{""GPT5Mini-AO"": 0.011520500000000001, ""GPT4o-AO"": 0.020914999999999996}"
match_4013ae18,GPT4o-AO,25,win,30247,76.8894157409668,0.0369515,console,GPT4o-AO,"GPT4o-AO,GPT5Mini-AO","{""GPT4o-AO"": 0.026262499999999998, ""GPT5Mini-AO"": 0.010689}"
match_46dce933,GPT4o-AO,24,win,30250,77.05856418609619,0.033983250000000007,console,GPT5Mini-AO,"GPT5Mini-AO,GPT4o-AO","{""GPT5Mini-AO"": 0.010425750000000001, ""GPT4o-AO"": 0.023557500000000002}"
match_480c07de,GPT4o-AO,25,win,30249,79.24154305458069,0.0370215,console,GPT4o-AO,"GPT4o-AO,GPT5Mini-AO","{""GPT4o-AO"": 0.027222499999999997, ""GPT5Mini-AO"": 0.009798999999999999}"
match_50f509c8,GPT4o-AO,25,win,30253,84.39584708213806,0.03733349999999999,console,GPT4o-AO,"GPT4o-AO,GPT5Mini-AO","{""GPT4o-AO"": 0.026372499999999997, ""GPT5Mini-AO"": 0.010960999999999999}"
match_604b4da4,GPT5Mini-AO,25,win,30248,85.30099248886108,0.034585000000000005,console,GPT5Mini-AO,"GPT5Mini-AO,GPT4o-AO","{""GPT5Mini-AO"": 0.010915000000000001, ""GPT4o-AO"": 0.02367}"
match_688901ea,GPT4o-AO,26,win,30244,66.03979587554932,0.03671775,console,GPT5Mini-AO,"GPT5Mini-AO,GPT4o-AO","{""GPT5Mini-AO"": 0.010500250000000001, ""GPT4o-AO"": 0.0262175}"
match_9eefac6f,GPT4o-AO,24,win,30249,130.4713065624237,0.03434925,console,GPT5Mini-AO,"GPT5Mini-AO,GPT4o-AO","{""GPT5Mini-AO"": 0.01127175, ""GPT4o-AO"": 0.023077499999999997}"
match_9f357bf4,GPT4o-AO,23,win,30245,62.16290521621704,0.032723249999999995,console,GPT4o-AO,"GPT4o-AO,GPT5Mini-AO","{""GPT4o-AO"": 0.023634999999999996, ""GPT5Mini-AO"": 0.00908825}"
match_a089c01f,GPT4o-AO,25,win,30251,80.44434094429016,0.0378975,console,GPT4o-AO,"GPT4o-AO,GPT5Mini-AO","{""GPT4o-AO"": 0.0270525, ""GPT5Mini-AO"": 0.010844999999999999}"
match_a95b0b65,GPT4o-AO,25,win,30252,92.70904493331909,0.037765499999999994,console,GPT4o-AO,"GPT4o-AO,GPT5Mini-AO","{""GPT4o-AO"": 0.026262499999999998, ""GPT5Mini-AO"": 0.011503}"
match_a9881ff6,GPT4o-AO,25,win,30248,73.75294518470764,0.0366915,console,GPT4o-AO,"GPT4o-AO,GPT5Mini-AO","{""GPT4o-AO"": 0.0267925, ""GPT5Mini-AO"": 0.009898999999999998}"
